,id,description,title,lang,url,banner,capacity,starting_at,ending_at,status,event_type_id,host,excerpt,academy_id,eventbrite_id,eventbrite_status,eventbrite_url,published_at,eventbrite_sync_description,eventbrite_sync_status,online_event,sync_with_eventbrite,currency,slug,tags
33,127,Mejora tu empleabilidad como programador gracias a tu marca personal,Mejora tu empleabilidad como programador gracias a tu marca personal,,https://www.eventbrite.com/e/mejora-tu-empleabilidad-gracias-a-tu-marca-personal-tickets-139843304087,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F127529737%2F400512721347%2F1%2Foriginal.20210301-080423?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=32accd5db9ea1eff40ae83faf5476334,40,2021-03-10 17:30:00+00:00,2021-03-10 19:00:00+00:00,ACTIVE,,,Mejora tu empleabilidad como programador gracias a tu marca personal,6.0,139843304087.0,live,https://www.eventbrite.com/e/mejora-tu-empleabilidad-como-programador-gracias-a-tu-marca-personal-tickets-139843304087,2021-02-14 17:29:23+00:00,2021-03-10 07:31:22.685652+00:00,PERSISTED,True,False,USD,,
34,142,¡Llega la 1era edición del Geek-CON 2021!,GeekCON 2021,,https://www.eventbrite.com/e/geek-con-2021-tickets-152566208637,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F133548397%2F187450375408%2F1%2Foriginal.20210427-183050?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=b9738f7fc4a9716ce359968ac541d2c3,1000,2021-05-27 20:00:00+00:00,2021-05-28 00:00:00+00:00,ACTIVE,,,¡Llega la 1era edición del Geek-CON 2021!,,152566208637.0,live,https://www.eventbrite.com/e/geekcon-2021-tickets-152566208637,2021-04-28 19:53:30+00:00,2021-05-27 07:31:12.303357+00:00,PERSISTED,True,False,USD,,
35,85,¡Te regalamos una masterclass de Python!,Masterclass de Python,,https://www.eventbrite.com/e/masterclass-de-python-tickets-134123261285,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F121624343%2F187450375408%2F1%2Foriginal.20201224-135855?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=244%2C0%2C4544%2C2272&s=8ab1f5bf7980387f0a7b7223b26dac5e,25,2021-01-21 21:30:00+00:00,2021-01-21 23:30:00+00:00,ACTIVE,,,¡Te regalamos una masterclass de Python!,,134123261285.0,live,https://www.eventbrite.com/e/masterclass-de-python-tickets-134123261285,2020-12-24 14:01:43+00:00,2021-01-21 07:31:22.049238+00:00,PERSISTED,True,False,USD,,
36,86,Clase introductoria gratuita a HTML y CSS,Intro 101 a HTML y CSS,,https://www.eventbrite.com/e/entradas-intro-101-a-html-y-css-134514966887,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F121828973%2F400512721347%2F1%2Foriginal.20201229-104535?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=618fcd38ed685a1c1e6c7237cd775008,75,2021-01-27 17:30:00+00:00,2021-01-27 19:00:00+00:00,ACTIVE,,,Clase introductoria gratuita a HTML y CSS,6.0,134514966887.0,live,https://www.eventbrite.com/e/entradas-intro-101-a-html-y-css-134514966887,2020-12-29 11:01:58+00:00,2021-01-27 07:31:11.057472+00:00,PERSISTED,True,False,USD,,
37,126,Discover that learning to code will open the doors to the opportunities you are seeking.,Pitch Day. Meet new talent in Software Development,,https://www.eventbrite.com/e/pitch-day-meet-new-talent-in-software-development-tickets-141344319665,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125890165%2F187450375408%2F1%2Foriginal.20210211-184043?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=12%2C0%2C1896%2C948&s=6c732ea5f1fecd8c667829933c899afb,100,2021-02-26 23:00:00+00:00,2021-02-27 00:30:00+00:00,ACTIVE,,,Discover that learning to code will open the doors to the opportunities you are seeking.,4.0,141344319665.0,live,https://www.eventbrite.com/e/pitch-day-meet-new-talent-in-software-development-tickets-141344319665,2021-02-11 19:04:18+00:00,2021-02-26 07:30:30.484073+00:00,PERSISTED,True,False,USD,,
38,84,Regreso al pasado. Evolución y aprendizajes desde Junior Developer hasta hoy,Regreso al pasado. Evolución y aprendizajes desde Junior Developer a hoy,,https://www.eventbrite.com/e/regreso-al-pasado-evolucion-y-aprendizajes-desde-junior-a-hoy-tickets-132482914965,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F120618839%2F400512721347%2F1%2Foriginal.20201211-005042?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=9420424bfb26f471c5d90d77a0cd5968,50,2020-12-21 17:30:00+00:00,2020-12-21 19:00:00+00:00,ACTIVE,,,Regreso al pasado. Evolución y aprendizajes desde Junior Developer hasta hoy,6.0,132482914965.0,live,https://www.eventbrite.com/e/regreso-al-pasado-evolucion-y-aprendizajes-desde-junior-developer-a-hoy-tickets-132482914965,2020-12-11 01:00:58+00:00,2020-12-21 07:30:59.876052+00:00,PERSISTED,True,False,USD,,
39,121,Acompaña a nuestro profesor Jhony Grillet este 28 de enero y descubre cómo crear tu página web con JAMstack,Crea tu página web con JAMstack,,https://www.eventbrite.com/e/crea-tu-pagina-web-con-jamstack-tickets-136721322155,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F123055563%2F187450375408%2F1%2Foriginal.20210113-202955?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=c241594a81ac6db48fc7abbc52b1701f,100,2021-01-28 19:00:00+00:00,2021-01-28 20:00:00+00:00,ACTIVE,,,Acompaña a nuestro profesor Jhony Grillet este 28 de enero y descubre cómo crear tu página web con JAMstack,2.0,136721322155.0,live,https://www.eventbrite.com/e/crea-tu-pagina-web-con-jamstack-tickets-136721322155,2021-01-13 20:46:51+00:00,2021-01-28 07:30:50.724420+00:00,PERSISTED,True,False,USD,,
40,180,Discover that learning to code will open the doors to the opportunities you are seeking,Pitch Day: Final Project Presentations,,https://www.eventbrite.com/e/pitch-day-final-project-presentations-tickets-158438306239,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F137873197%2F187450375408%2F1%2Foriginal.20210607-151945?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=8c31073df44b0b2be721a1d3ce41e384,100,2021-06-18 22:00:00+00:00,2021-06-19 01:00:00+00:00,ACTIVE,,,Discover that learning to code will open the doors to the opportunities you are seeking,4.0,158438306239.0,live,https://www.eventbrite.com/e/pitch-day-final-project-presentations-tickets-158438306239,2021-06-07 15:28:34+00:00,2021-06-18 07:31:08.449381+00:00,PERSISTED,True,False,USD,,
41,128,¿Cómo se crean las conversaciones en los productos digitales?,¿Cómo se crean las conversaciones en los productos digitales?,,https://www.eventbrite.com/e/como-se-crean-las-conversaciones-en-los-productos-digitales-tickets-99564640520,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F127546791%2F400512721347%2F1%2Foriginal.20210301-122203?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=bc2eca2ba859f8f6bedecdd66fde6528,40,2021-03-05 17:30:00+00:00,2021-03-05 19:00:00+00:00,ACTIVE,,,¿Cómo se crean las conversaciones en los productos digitales?,6.0,99564640520.0,live,https://www.eventbrite.com/e/como-se-crean-las-conversaciones-en-los-productos-digitales-tickets-99564640520,2021-03-01 12:54:20+00:00,2021-03-05 07:30:51.383359+00:00,PERSISTED,True,False,USD,,
42,147,JUNIOR TO JUNIOR: Introducción a Gatsby JS,JUNIOR TO JUNIOR: Introducción a Gatsby JS,,https://www.eventbrite.com/e/junior-to-junior-introduccion-a-gatsby-js-tickets-158081256293,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F137608073%2F400512721347%2F1%2Foriginal.20210604-080854?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C8640%2C4320&s=3a8871ba6a8664e0933f39afeff78e94,40,2021-06-09 16:30:00+00:00,2021-06-09 18:00:00+00:00,ACTIVE,,,JUNIOR TO JUNIOR: Introducción a Gatsby JS,6.0,158081256293.0,live,https://www.eventbrite.com/e/junior-to-junior-introduccion-a-gatsby-js-tickets-158081256293,2021-06-04 08:30:29+00:00,2021-06-09 07:31:39.415272+00:00,PERSISTED,True,False,USD,,
43,191,"Artificial Intelligence and Machine Learning are changing the tech industry, learn from our panel of speakers how this is happening",How AI and Machine Learning are changing the tech industry,,https://www.eventbrite.com/e/how-ai-and-machine-learning-are-changing-the-tech-industry-tickets-167523040925,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F144824069%2F187450375408%2F1%2Foriginal.20210817-210148?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=6d3bd4d3e0d16833ec58aca4fda95bd9,100,2021-08-26 22:00:00+00:00,2021-08-26 23:30:00+00:00,ACTIVE,,,"Artificial Intelligence and Machine Learning are changing the tech industry, learn from our panel of speakers how this is happening",4.0,167523040925.0,live,https://www.eventbrite.com/e/how-ai-and-machine-learning-are-changing-the-tech-industry-tickets-167523040925,2021-08-17 21:09:39+00:00,2021-08-26 07:30:54.345505+00:00,PERSISTED,True,False,USD,,
44,132,Discover that learning to code will open the doors to the opportunities you are seeking.,Pitch Day. Meet new talent in Software Development,,https://www.eventbrite.com/e/pitch-day-meet-new-talent-in-software-development-tickets-148676327899,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F130604875%2F187450375408%2F1%2Foriginal.20210329-210836?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=b2b2b21a7fb963e1b7cd992f86200dd1,100,2021-04-02 22:00:00+00:00,2021-04-02 23:30:00+00:00,ACTIVE,,,Discover that learning to code will open the doors to the opportunities you are seeking.,4.0,148676327899.0,live,https://www.eventbrite.com/e/pitch-day-meet-new-talent-in-software-development-tickets-148676327899,2021-03-29 21:20:40+00:00,2021-04-02 07:30:26.721773+00:00,PERSISTED,True,False,USD,,
45,129,Women in Tech: How women have helped change the industry,International Women’s Day: Let’s Celebrate Women in Tech,,https://www.eventbrite.com/e/international-womens-day-lets-celebrate-women-in-tech-tickets-143999946717,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F127713761%2F187450375408%2F1%2Foriginal.20210302-160943?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1894%2C947&s=64465f851c9a241adae22b354d22d898,100,2021-03-08 23:00:00+00:00,2021-03-09 00:30:00+00:00,ACTIVE,,,Women in Tech: How women have helped change the industry,4.0,143999946717.0,live,https://www.eventbrite.com/e/international-womens-day-lets-celebrate-women-in-tech-tickets-143999946717,2021-03-02 16:10:25+00:00,2021-03-08 07:30:40.834936+00:00,PERSISTED,True,False,USD,,
46,120,Discover that learning to code will open the doors to the opportunities you are seeking.,Final Project Presentations. Meet new talent in Software Development,,https://www.eventbrite.com/e/final-project-presentations-meet-new-talent-in-software-development-tickets-135564209199,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F122307227%2F187450375408%2F1%2Foriginal.20210105-202305?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=dec83db226cc4e3b1142c95e7a429c4e,100,2021-01-15 23:00:00+00:00,2021-02-15 01:30:00+00:00,ACTIVE,,,Discover that learning to code will open the doors to the opportunities you are seeking.,4.0,135564209199.0,started,https://www.eventbrite.com/e/final-project-presentations-meet-new-talent-in-software-development-tickets-135564209199,2021-01-05 20:17:09+00:00,2021-02-14 07:31:03.911609+00:00,PERSISTED,True,False,USD,,
47,119,GEEKTALKS - DEMO DAY ¡TÚ TAMBIÉN HARÁS ESTO CUANDO SEAS PROGRAMADOR!,GEEKTALKS - DEMO DAY ¡TÚ TAMBIÉN HARÁS ESTO CUANDO SEAS PROGRAMADOR!,,https://www.eventbrite.com/e/geektalks-demo-day-tu-tambien-haras-esto-cuando-seas-programador-tickets-134641399049,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F121898901%2F400512721347%2F1%2Foriginal.20201230-112532?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=e3d3e1c4ffb2a5a259198758b242c2ed,60,2021-01-20 17:30:00+00:00,2021-01-20 19:30:00+00:00,ACTIVE,,,GEEKTALKS - DEMO DAY ¡TÚ TAMBIÉN HARÁS ESTO CUANDO SEAS PROGRAMADOR!,6.0,134641399049.0,live,https://www.eventbrite.com/e/geektalks-demo-day-tu-tambien-haras-esto-cuando-seas-programador-tickets-134641399049,2020-12-30 11:31:43+00:00,2021-01-20 07:30:48.730184+00:00,PERSISTED,True,False,USD,,
48,133,Learn about Python basics and use it right away!,Free Workshop: Build a Basic Python App,en,https://www.eventbrite.com/e/free-workshop-build-a-basic-python-app-tickets-148660219719,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F130591813%2F187450375408%2F1%2Foriginal.20210329-192411?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=e0536b534d99696812968cf6d4c4e44e,100,2021-04-09 21:00:00+00:00,2021-04-09 22:30:00+00:00,ACTIVE,1.0,,Learn about Python basics and use it right away!,4.0,148660219719.0,live,https://www.eventbrite.com/e/free-workshop-build-a-basic-python-app-tickets-148660219719,2021-03-29 19:27:04+00:00,2021-04-09 07:30:31.025349+00:00,PERSISTED,True,False,USD,,
49,181,¡20 talentosos geeks demostrarán en pocos días todas las habilidades adquiridas y su talento innato!,Presentación de proyectos finales: Tú también harás esto como programador,,https://www.eventbrite.com/e/presentacion-de-proyectos-finales-tu-tambien-haras-esto-como-programador-tickets-158610519333,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F138053043%2F187450375408%2F1%2Foriginal.20210608-184854?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C2%2C4320%2C2160&s=70c9c895f99f41390423383b7503aac7,100,2021-06-25 21:30:00+00:00,2021-06-25 23:30:00+00:00,ACTIVE,,,¡20 talentosos geeks demostrarán en pocos días todas las habilidades adquiridas y su talento innato!,2.0,158610519333.0,live,https://www.eventbrite.com/e/presentacion-de-proyectos-finales-tu-tambien-haras-esto-como-programador-tickets-158610519333,2021-06-08 17:25:16+00:00,2021-06-25 07:31:14.050546+00:00,PERSISTED,True,False,USD,,
50,189,Aprende a crear una lading page moderna con JavaScript,Workshop gratuito: Crea tu primera landing page con JS,,https://www.eventbrite.com/e/workshop-gratuito-crea-tu-primera-landing-page-con-js-tickets-163677209941,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F141874763%2F187450375408%2F1%2Foriginal.20210716-173253?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C8640%2C4320&s=351d93b37d10bbceb9189ae7d7b92fe0,100,2021-08-06 20:00:00+00:00,2021-08-06 21:30:00+00:00,ACTIVE,,,Aprende a crear una lading page moderna con JavaScript,2.0,163677209941.0,live,https://www.eventbrite.com/e/workshop-gratuito-crea-tu-primera-landing-page-con-js-tickets-163677209941,2021-07-16 16:59:14+00:00,2021-08-06 07:32:14.979414+00:00,PERSISTED,True,False,USD,,
51,183,"Aprende a recibir pagos internacionales, fácil y con un beneficio exclusivo por ser de 4Geeks",Workshop: Payoneer,,https://www.eventbrite.com/e/workshop-payoneer-tickets-158949342763,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F138301213%2F187450375408%2F1%2Foriginal.20210610-153419?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=43bd4568054fb2c36532fce0fa65edfd,300,2021-06-17 15:00:00+00:00,2021-06-17 16:00:00+00:00,ACTIVE,,,"Aprende a recibir pagos internacionales, fácil y con un beneficio exclusivo por ser de 4Geeks",,158949342763.0,live,https://www.eventbrite.com/e/workshop-payoneer-tickets-158949342763,2021-06-10 15:35:29+00:00,2021-06-17 07:30:56.501803+00:00,PERSISTED,True,False,USD,,
52,184,GEEKTALKS - Presentación de proyectos finales,GEEKTALKS - PRESENTACIÓN DE PROYECTOS FINALES,,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-160538664467,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F140276061%2F400512721347%2F1%2Foriginal.20210630-081623?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C10%2C4320%2C2160&s=8b045457b0e49daa7cdb8f6adacc9a04,40,2021-07-06 16:30:00+00:00,2021-07-06 18:00:00+00:00,ACTIVE,,,GEEKTALKS - Presentación de proyectos finales,6.0,160538664467.0,live,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-160538664467,2021-06-21 11:45:39+00:00,2021-07-06 07:31:40.713949+00:00,PERSISTED,True,False,USD,,
53,135,Info Session: Cómo convertirte en Full-Stack Jr y triunfar en el mundo tech,Cómo convertirte en Full-Stack Jr y triunfar en el mundo tech,,https://www.eventbrite.com/e/como-convertirte-en-full-stack-jr-y-triunfar-en-el-mundo-tech-tickets-149578472237,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F131215561%2F187450375408%2F1%2Foriginal.20210405-182512?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=38030e38bcf011c0b5ffc008851b2213,400,2021-04-22 22:30:00+00:00,2021-04-23 00:00:00+00:00,ACTIVE,,,Info Session: Cómo convertirte en Full-Stack Jr y triunfar en el mundo tech,,149578472237.0,live,https://www.eventbrite.com/e/como-convertirte-en-full-stack-jr-y-triunfar-en-el-mundo-tech-tickets-149578472237,2021-04-05 19:41:31+00:00,2021-04-22 07:30:46.339852+00:00,PERSISTED,True,False,USD,,
54,134,JUNIOR TO JUNIOR: Introducción a typescript,JUNIOR TO JUNIOR: Introducción a typescript,,https://www.eventbrite.com/e/junior-to-junior-introduccion-a-typescript-tickets-149301212947,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F131276827%2F400512721347%2F1%2Foriginal.20210406-064914?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=c2a0dd8199ed3c2c8e1203f53bc06ee2,40,2021-04-15 16:30:00+00:00,2021-04-15 18:00:00+00:00,ACTIVE,,,JUNIOR TO JUNIOR: Introducción a typescript,6.0,149301212947.0,live,https://www.eventbrite.com/e/junior-to-junior-introduccion-a-typescript-tickets-149301212947,2021-04-02 09:44:20+00:00,2021-04-15 07:31:37.113157+00:00,PERSISTED,True,False,USD,,
55,136,¡Nuestra próxima cohorte inicia el 03 de mayo!,Intro to Coding: Descubre los beneficios de aprender a programar,,https://www.eventbrite.com/e/intro-to-coding-descubre-los-beneficios-de-aprender-a-programar-tickets-149784554635,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F132105803%2F187450375408%2F1%2Foriginal.20210406-212508?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=0e2ceb66ed4e9a865c8f74f367b09d74,100,2021-04-21 21:00:00+00:00,2021-04-21 22:00:00+00:00,ACTIVE,,,¡Nuestra próxima cohorte inicia el 03 de mayo!,2.0,149784554635.0,live,https://www.eventbrite.com/e/intro-to-coding-descubre-los-beneficios-de-aprender-a-programar-tickets-149784554635,2021-04-06 21:32:21+00:00,2021-04-21 07:30:40.549584+00:00,PERSISTED,True,False,USD,,
56,182,TALLER: Programas fiables con TypeScript y Jest,TALLER: Programas fiables con TypeScript y Jest,,https://www.eventbrite.com/e/taller-programas-fiables-con-typescript-y-jest-tickets-158543765671,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F138654413%2F187450375408%2F1%2Foriginal.20210614-163947?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C20%2C8640%2C4320&s=8663d1697012ed1daf82c6b99ecc92e0,65,2021-06-22 16:00:00+00:00,2021-06-22 17:30:00+00:00,ACTIVE,,,TALLER: Programas fiables con TypeScript y Jest,6.0,158543765671.0,live,https://www.eventbrite.com/e/taller-programas-fiables-con-typescript-y-jest-tickets-158543765671,2021-06-11 07:15:56+00:00,2021-06-22 07:31:45.734228+00:00,PERSISTED,True,False,USD,,
57,185,Learn how to build your first landing page using JS,FREE WORKSHOP: Build your first landing page using JS,,https://www.eventbrite.com/e/free-workshop-build-your-first-landing-page-using-js-tickets-162052203503,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F140820729%2F187450375408%2F1%2Foriginal.20210706-154615?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C2%2C4320%2C2160&s=1f707d5662300ecb8badf62b332d75aa,100,2021-07-15 22:00:00+00:00,2021-07-15 23:30:00+00:00,ACTIVE,,,Learn how to build your first landing page using JS,4.0,162052203503.0,live,https://www.eventbrite.com/e/free-workshop-build-your-first-landing-page-using-js-tickets-162052203503,2021-07-02 14:13:27+00:00,2021-07-15 07:30:51.987208+00:00,PERSISTED,True,False,USD,,
58,192,"CODE YOUR FUTURE, aquí podrás aprender todo para saber cómo trabajar en el equipo de Globant",Conoce las habilidades de NodeJS & oportunidades para trabajar en Globant,,https://www.eventbrite.com/e/conoce-las-habilidades-de-nodejs-oportunidades-para-trabajar-en-globant-tickets-167760465067,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F145130535%2F187450375408%2F1%2Foriginal.20210820-161050?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C6480%2C3240&s=f43a6d3c8e6ce5756569aa86c4e17efa,300,2021-08-26 22:00:00+00:00,2021-08-27 00:00:00+00:00,ACTIVE,,,"CODE YOUR FUTURE, aquí podrás aprender todo para saber cómo trabajar en el equipo de Globant",,167760465067.0,live,https://www.eventbrite.com/e/conoce-las-habilidades-de-nodejs-oportunidades-para-trabajar-en-globant-tickets-167760465067,2021-08-20 16:51:05+00:00,2021-08-26 07:30:54.367941+00:00,PERSISTED,True,False,USD,,
59,193,¡Es hora de reconocer el esfuerzo de nuestros Desarrolladores Web Full-Stack!,Presentación de proyectos finales: Tú también harás esto como programador,,https://www.eventbrite.com/e/presentacion-de-proyectos-finales-tu-tambien-haras-esto-como-programador-tickets-168304867389,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F145462131%2F187450375408%2F1%2Foriginal.20210824-175025?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=900c092f9600d0000cf6cc5d123dc2b1,100,2021-09-03 21:30:00+00:00,2021-09-03 22:30:00+00:00,ACTIVE,,,¡Es hora de reconocer el esfuerzo de nuestros Desarrolladores Web Full-Stack!,2.0,168304867389.0,live,https://www.eventbrite.com/e/presentacion-de-proyectos-finales-tu-tambien-haras-esto-como-programador-tickets-168304867389,2021-08-24 17:51:14+00:00,2021-09-03 07:31:50.082498+00:00,PERSISTED,True,False,USD,,
60,137,GEEKTALKS - PRESENTACIÓN DE PROYECTOS FINALES,GEEKTALKS - PRESENTACIÓN DE PROYECTOS FINALES,,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-149695927549,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F133623955%2F400512721347%2F1%2Foriginal.20210428-103619?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C4320%2C2160&s=b03a34a81d9e10c67586c2498b85c6ec,50,2021-04-29 16:30:00+00:00,2021-04-29 18:00:00+00:00,ACTIVE,,,GEEKTALKS - PRESENTACIÓN DE PROYECTOS FINALES,6.0,149695927549.0,live,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-149695927549,2021-04-06 14:21:29+00:00,2021-04-29 07:31:20.768356+00:00,PERSISTED,True,False,USD,,
61,138,✨ DESARROLLA TU MARCA PERSONAL: ATRAE Y CONECTA CON ORGANIZACIONES QUE TE MOLEN✨,✨ATRAE Y CONECTA CON ORGANIZACIONES QUE TE MOLEN✨,,https://www.eventbrite.com/e/atrae-y-conecta-con-organizaciones-que-te-molen-tickets-149860557963,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F131686779%2F400512721347%2F1%2Foriginal.20210409-114736?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=bbf203e14d23f018af5268053be995de,70,2021-04-22 16:30:00+00:00,2021-04-22 18:00:00+00:00,ACTIVE,,,✨ DESARROLLA TU MARCA PERSONAL: ATRAE Y CONECTA CON ORGANIZACIONES QUE TE MOLEN✨,6.0,149860557963.0,live,https://www.eventbrite.com/e/atrae-y-conecta-con-organizaciones-que-te-molen-tickets-149860557963,2021-04-08 07:27:35+00:00,2021-04-22 07:30:46.372947+00:00,PERSISTED,True,False,USD,,
62,139,CÓMO EMPEZAR TU CARRERA COMO DESARROLLADOR FREELANCE,Cómo empezar tu carrera como desarrollador freelance,,https://www.eventbrite.com/e/como-empezar-tu-carrera-como-desarrollador-freelance-tickets-150773943925,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F132073191%2F400512721347%2F1%2Foriginal.20210413-153738?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C5%2C2160%2C1080&s=9fa8b4bded74a93fa90f07bef2e46f48,65,2021-05-06 16:30:00+00:00,2021-05-06 18:00:00+00:00,ACTIVE,,,CÓMO EMPEZAR TU CARRERA COMO DESARROLLADOR FREELANCE,6.0,150773943925.0,live,https://www.eventbrite.com/e/como-empezar-tu-carrera-como-desarrollador-freelance-tickets-150773943925,2021-04-13 15:46:16+00:00,2021-05-06 07:30:22.755689+00:00,PERSISTED,True,False,USD,,
63,188,Learn how to solve advanced challenges in your interview process  by thinking like an engineer,Train yourself to nail  coding interview challenge,,https://www.eventbrite.com/e/train-yourself-to-nail-coding-interview-challenge-tickets-162816712169,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F141380373%2F187450375408%2F1%2Foriginal.20210712-160444?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C2%2C4320%2C2160&s=a8d0621812b4d77e18093dfe46da6d6d,100,2021-07-22 22:00:00+00:00,2021-07-23 00:00:00+00:00,ACTIVE,,,Learn how to solve advanced challenges in your interview process  by thinking like an engineer,4.0,162816712169.0,live,https://www.eventbrite.com/e/train-yourself-to-nail-coding-interview-challenge-tickets-162816712169,2021-07-12 00:27:10+00:00,2021-07-22 07:30:44.115884+00:00,PERSISTED,True,False,USD,,
