id,description,title,lang,url,banner,capacity,starting_at,ending_at,status,created_at,updated_at,author_id,event_type_id,host,venue_id,excerpt,academy_id,eventbrite_id,eventbrite_organizer_id,eventbrite_status,eventbrite_url,organization_id,published_at,eventbrite_sync_description,eventbrite_sync_status,online_event,sync_with_eventbrite,currency,slug,tags,live_stream_url,host_user_id,free_for_bootcamps,uuid
599,¡Descubre todo lo que puedes aprender en 4Geeks Academy Venezuela!,GeekTALKS: ¡Presentación de proyectos finales! Venezuela,es,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-546323206417,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F445288929%2F187450375408%2F1%2Foriginal.20230213-181023?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=8157f69a2074846d2b635bb15570f428,100,2023-03-02 22:00:00+00:00,2023-03-03 00:00:00+00:00,COMPLETED,2023-02-13 18:01:54.087124+00:00,2023-08-22 14:08:30.888696+00:00,,29.0,Ivan Aranzazu,,¡Descubre todo lo que puedes aprender en 4Geeks Academy Venezuela!,2.0,546323206417,,completed,https://www.eventbrite.com/e/entradas-geektalks-presentacion-de-proyectos-finales-venezuela-546323206417,4,2023-02-13 18:18:00+00:00,2023-03-03 18:28:44.579789+00:00,PERSISTED,True,True,USD,geektalks-presentacion-de-proyectos-finales-venezuela,"geektalk-attendee,openhouse-attendee",https://meet.google.com/cey-kcvi-sxf,,,531725a6-1075-4697-bcbe-351fb5193dcf
130,PRESENTACIONES FINALES - Demostrando habilidades,PRESENTACIONES FINALES - Demostrando habilidades,,https://www.eventbrite.com/e/presentaciones-finales-demostrando-habilidades-tickets-116676415299,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F127944621%2F400512721347%2F1%2Foriginal.20210304-082555?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=a066bb75405bda830dfa98dc4cfc6132,50,2021-03-18 17:30:00+00:00,2021-03-18 19:30:00+00:00,ACTIVE,2021-03-05 07:30:51.451685+00:00,2023-08-22 14:08:30.065320+00:00,,,,,PRESENTACIONES FINALES - Demostrando habilidades,6.0,116676415299,,live,https://www.eventbrite.com/e/presentaciones-finales-demostrando-habilidades-tickets-116676415299,4,2021-03-04 10:04:51+00:00,2021-03-18 07:30:46.201994+00:00,PERSISTED,True,False,USD,,,,,,12c2f460-07ee-4099-97da-20e2f492b7e7
123,GEEKTALKS - PRESENTACIÓN DE PROYECTOS FINALES,GEEKTALKS - PRESENTACIÓN DE PROYECTOS FINALES,,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-139833785617,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125099825%2F400512721347%2F1%2Foriginal.20210203-233104?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=c6f7408141cef6ea5834a9ec267cccde,100,2021-02-18 17:30:00+00:00,2021-02-18 19:00:00+00:00,ACTIVE,2021-02-05 07:30:33.814331+00:00,2023-08-22 14:08:30.071386+00:00,,,,,GEEKTALKS - PRESENTACIÓN DE PROYECTOS FINALES,6.0,139833785617,,live,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-139833785617,4,2021-02-04 10:33:30+00:00,2021-02-18 07:31:00.649549+00:00,PERSISTED,True,False,USD,,,,,,e6fb49d3-bca8-483a-9b66-ef3b4364708a
43,Start-Up founders meet tech talent ,Coffee Talks with Start-Up Founders,,https://www.eventbrite.com/e/coffee-talks-with-start-up-founders-tickets-127788740563,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F116647403%2F187450375408%2F1%2Foriginal.20201103-145752?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=3ef7426a0947d5b257968bb004e72c69,100,2020-11-11 23:30:00+00:00,2020-11-12 00:30:00+00:00,ACTIVE,2020-11-03 07:31:02.832066+00:00,2023-08-22 14:08:30.077727+00:00,,,,,Start-Up founders meet tech talent ,4.0,127788740563,,live,https://www.eventbrite.com/e/coffee-talks-with-start-up-founders-tickets-127788740563,4,2020-11-02 21:42:07+00:00,2020-11-11 07:31:18.737218+00:00,PERSISTED,True,False,USD,,,,,,d82ab71f-6c75-42ee-ae04-90e12b25b1ab
41,¿Te gustaría aprender Java? ¡No te pierdas está oportunidad!,Java desde cero,,https://www.eventbrite.com/e/java-desde-cero-tickets-126094968445,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F115542939%2F187450375408%2F1%2Foriginal.20201022-165852?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=7e48536681f79c71e83f47d54865696a,200,2020-11-12 21:30:00+00:00,2020-11-12 22:30:00+00:00,ACTIVE,2020-10-21 07:30:46.092512+00:00,2023-08-22 14:08:30.084853+00:00,,,,,¿Te gustaría aprender Java? ¡No te pierdas está oportunidad!,,126094968445,,live,https://www.eventbrite.com/e/java-desde-cero-tickets-126094968445,4,2020-10-20 15:17:57+00:00,2020-11-12 07:30:47.196024+00:00,PERSISTED,True,False,USD,,,,,,cdd8f8e2-f911-4ad7-a9ca-b4fc37fb34d8
122,¡Llegó el momento de que conozcas todas las habilidades adquiridas por nuestros estudiantes en los últimos 4 meses!,GeekTALKS: Presentación de proyectos finales,,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-139971234731,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125078503%2F187450375408%2F1%2Foriginal.20210203-201613?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C125%2C4000%2C2000&s=3297fe316851fa0ff8eb3da6623a0db2,100,2021-02-26 20:00:00+00:00,2021-02-26 21:30:00+00:00,ACTIVE,2021-02-04 07:30:29.835312+00:00,2023-08-22 14:08:30.091390+00:00,,,,,¡Llegó el momento de que conozcas todas las habilidades adquiridas por nuestros estudiantes en los últimos 4 meses!,2.0,139971234731,,live,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-139971234731,4,2021-02-03 20:35:10+00:00,2021-02-26 07:30:30.453948+00:00,PERSISTED,True,False,USD,,,,,,d7b394da-1a57-4e6b-99d6-0e535548f3fb
141,"El arte del REBRAND en LinkedIn, y cómo usarlo a tu favor","El arte del REBRAND en LinkedIn, y cómo usarlo a tu favor",,https://www.eventbrite.com/e/el-arte-del-rebrand-en-linkedin-y-como-usarlo-a-tu-favor-tickets-150466927631,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F132808015%2F400512721347%2F1%2Foriginal.20210420-154445?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=67893c57eecd1924d0778300102b714e,50,2021-05-12 16:30:00+00:00,2021-05-12 18:00:00+00:00,ACTIVE,2021-04-17 07:30:46.597369+00:00,2023-08-22 14:08:30.097666+00:00,,,,,"El arte del REBRAND en LinkedIn, y cómo usarlo a tu favor",6.0,150466927631,,live,https://www.eventbrite.com/e/el-arte-del-rebrand-en-linkedin-y-como-usarlo-a-tu-favor-tickets-150466927631,4,2021-04-16 08:28:35+00:00,2021-05-12 07:31:20.379309+00:00,PERSISTED,True,False,USD,,,,,,415d4318-7f31-45d8-9e3d-0990ab63961d
187,Cloud Rocket Summit,Cloud Rocket Summit,,https://www.eventbrite.com/e/cloud-rocket-summit-tickets-162730811237,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F141207361%2F187450375408%2F1%2Foriginal.20210709-190453?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C193%2C3840%2C1920&s=042903a477ee0c1d2c8022743dd4b419,400,2021-08-05 15:00:00+00:00,2021-08-05 16:30:00+00:00,ACTIVE,2021-07-10 07:30:52.268276+00:00,2023-08-22 14:08:30.103789+00:00,,,,,Cloud Rocket Summit,,162730811237,,live,https://www.eventbrite.com/e/cloud-rocket-summit-tickets-162730811237,4,2021-07-09 15:55:28+00:00,2021-08-05 07:32:01.033953+00:00,PERSISTED,True,False,USD,,,,,,6035946b-ee54-435b-9df0-d7fe35706696
42,La validación de ideas. Metodología y acción para no saltar al vacío,La validación de ideas. Metodología y acción para no saltar al vacío,,https://www.eventbrite.com/e/la-validacion-de-ideas-metodologia-y-accion-para-no-saltar-al-vacio-tickets-126964918489,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F115970305%2F400512721347%2F1%2Foriginal.20201027-134510?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=8fafdee92a03f70572a8a5e12a9b71b7,60,2020-11-12 17:30:00+00:00,2020-11-12 19:00:00+00:00,ACTIVE,2020-10-28 07:30:27.433039+00:00,2023-08-22 14:08:30.117243+00:00,,,,,La validación de ideas. Metodología y acción para no saltar al vacío,6.0,126964918489,,live,https://www.eventbrite.com/e/la-validacion-de-ideas-metodologia-y-accion-para-no-saltar-al-vacio-tickets-126964918489,4,2020-10-27 14:07:50+00:00,2020-11-12 07:30:47.303594+00:00,PERSISTED,True,False,USD,,,,,,6fd4abb6-4385-4b33-87d8-e37ae862f75f
124,Which one is the best fit for you? Find out from the professionals.,Software Engineering vs. Full-Stack Development,,https://www.eventbrite.com/e/software-engineering-vs-full-stack-development-tickets-140285147653,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125271003%2F187450375408%2F1%2Foriginal.20210205-142053?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C63%2C1920%2C960&s=9f6946af8d8542e109f544fb3ef85bcb,100,2021-02-17 21:00:00+00:00,2021-02-17 22:00:00+00:00,ACTIVE,2021-02-06 07:31:25.410511+00:00,2023-08-22 14:08:30.123168+00:00,,,,,Which one is the best fit for you? Find out from the professionals.,4.0,140285147653,,live,https://www.eventbrite.com/e/software-engineering-vs-full-stack-development-tickets-140285147653,4,2021-02-05 14:46:08+00:00,2021-02-17 07:30:52.543428+00:00,PERSISTED,True,False,USD,,,,,,57b8eac1-23ea-4ff5-8780-6e2fcd8e1a9c
146,Clase 100% práctica para introducirte en el mundo de la programación. Construye un feed de Instagram con HTML & CSS en poco más de 1 hora.,Crea tu propio Feed de Instagram con HTML Y CSS,,https://www.eventbrite.com/e/entradas-crea-tu-propio-feed-de-instagram-con-html-y-css-155579455339,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F135574901%2F400512721347%2F1%2Foriginal.20210517-082208?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C10%2C4320%2C2160&s=f8e3933c57eb7efd8e332d66e834cfa6,1,2021-05-20 16:15:00+00:00,2021-05-20 18:45:00+00:00,ACTIVE,2021-05-18 07:30:41.645283+00:00,2023-08-22 14:08:30.135131+00:00,,,,,Clase 100% práctica para introducirte en el mundo de la programación. Construye un feed de Instagram con HTML & CSS en poco más de 1 hora.,6.0,155579455339,,live,https://www.eventbrite.com/e/entradas-crea-tu-propio-feed-de-instagram-con-html-y-css-155579455339,4,2021-05-17 09:18:57+00:00,2021-05-20 07:30:23.626694+00:00,PERSISTED,False,False,USD,,,,,,ec082d08-57b9-4e63-8e73-9882d402a98d
125,¡Conviértete en el próximo Desarrollador Full-Stack! ,Intro to Coding: Descubre los beneficios de aprender a programar,,https://www.eventbrite.com/e/intro-to-coding-descubre-los-beneficios-de-aprender-a-programar-tickets-140401680205,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125658495%2F187450375408%2F1%2Foriginal.20210209-192359?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=958b031bfdfd0764b1956b3fa2fce4c5,100,2021-02-19 19:00:00+00:00,2021-02-19 20:00:00+00:00,ACTIVE,2021-02-06 07:31:25.480470+00:00,2023-08-22 14:08:30.149878+00:00,,,,,¡Conviértete en el próximo Desarrollador Full-Stack! ,2.0,140401680205,,live,https://www.eventbrite.com/e/intro-to-coding-descubre-los-beneficios-de-aprender-a-programar-tickets-140401680205,4,2021-02-05 20:09:20+00:00,2021-02-19 07:30:35.444306+00:00,PERSISTED,True,False,USD,,,,,,e0c4db1e-802d-4ea7-8fdd-0d4c89319f75
44,Learn JavaScript fundamentals,JavaScript for Beginners,,https://www.eventbrite.com/e/javascript-for-beginners-tickets-127791131715,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F117985121%2F187450375408%2F1%2Foriginal.20201117-202611?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=549455546b71b3c026eb5d2bda571e4d,100,2020-11-24 23:00:00+00:00,2020-11-25 00:30:00+00:00,ACTIVE,2020-11-03 07:31:02.886728+00:00,2023-08-22 14:08:30.156007+00:00,,,,,Learn JavaScript fundamentals,4.0,127791131715,,live,https://www.eventbrite.com/e/javascript-for-beginners-tickets-127791131715,4,2020-11-02 21:50:03+00:00,2020-11-24 07:30:26.593880+00:00,PERSISTED,True,False,USD,,,,,,ad692fc2-5a42-4259-9fa0-f7767aa7cf19
190,Discover that learning to code will open the doors to the opportunities you are seeking,Pitch Day: Final Project Presentations,,https://www.eventbrite.com/e/pitch-day-final-project-presentations-tickets-165174231573,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F142971395%2F187450375408%2F1%2Foriginal.20210728-211052?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=6bacf078a9ee3753dcc0a70001eb8cb3,100,2021-08-06 22:00:00+00:00,2021-08-07 00:30:00+00:00,ACTIVE,2021-07-29 07:31:54.739195+00:00,2023-08-22 14:08:30.162573+00:00,,,,,Discover that learning to code will open the doors to the opportunities you are seeking,4.0,165174231573,,live,https://www.eventbrite.com/e/pitch-day-final-project-presentations-tickets-165174231573,4,2021-07-28 19:58:24+00:00,2021-08-06 07:32:14.997870+00:00,PERSISTED,True,False,USD,,,,,,fa24fcb2-8395-4260-9554-d63d8c932198
144,Discover that learning to code will open the doors to the opportunities you are seeking.,Pitch Day: Meet the new talent in Software Development,,https://www.eventbrite.com/e/pitch-day-meet-the-new-talent-in-software-development-tickets-154614130025,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F135198165%2F187450375408%2F1%2Foriginal.20210512-204754?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=4b84852f04c7c2b278fa2f5a4e7c19d0,100,2021-05-21 22:00:00+00:00,2021-05-22 00:00:00+00:00,ACTIVE,2021-05-13 07:31:07.039308+00:00,2023-08-22 14:08:30.168443+00:00,,,,,Discover that learning to code will open the doors to the opportunities you are seeking.,4.0,154614130025,,live,https://www.eventbrite.com/e/pitch-day-meet-the-new-talent-in-software-development-tickets-154614130025,4,2021-05-12 19:44:28+00:00,2021-05-21 07:30:37.372440+00:00,PERSISTED,True,False,USD,,,,,,ffe9b590-c3ad-4e5a-84dc-577da3bc936e
145,GEEKTALKS - PRESENTACIÓN DE PROYECTOS FINALES,GEEKTALKS - PRESENTACIÓN DE PROYECTOS FINALES,,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-154801981895,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F137188083%2F400512721347%2F1%2Foriginal.20210601-062449?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C8640%2C4320&s=551785d4706c83184e9d1a239042d4d2,40,2021-06-03 16:30:00+00:00,2021-06-03 18:00:00+00:00,ACTIVE,2021-05-15 07:30:34.499718+00:00,2023-08-22 14:08:30.174567+00:00,,,,,GEEKTALKS - PRESENTACIÓN DE PROYECTOS FINALES,6.0,154801981895,,live,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-154801981895,4,2021-05-14 10:42:29+00:00,2021-06-03 07:30:35.849532+00:00,PERSISTED,True,False,USD,,,,,,0192fb12-8de9-44db-ae63-e7dae45eefec
46,"Aprende React Hooks, de la mano de nuestro profesor Deimian Vásquez ",Workshop: Aprende React Hooks (Nivel básico),,https://www.eventbrite.com/e/workshop-aprende-react-hooks-tickets-128271227695,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F117334929%2F187450375408%2F1%2Foriginal.20201110-214159?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=d0b327f623c136f7d87991bd57459925,180,2020-11-26 18:00:00+00:00,2020-11-26 19:30:00+00:00,ACTIVE,2020-11-07 07:30:43.193358+00:00,2023-08-22 14:08:30.180332+00:00,,,,,"Aprende React Hooks, de la mano de nuestro profesor Deimian Vásquez ",2.0,128271227695,,live,https://www.eventbrite.com/e/workshop-aprende-react-hooks-nivel-basico-tickets-128271227695,4,2020-11-06 17:12:36+00:00,2020-11-26 07:30:23.598987+00:00,PERSISTED,True,False,USD,,,,,,36781a9b-c4a0-4ac8-a691-1f6c9ecac1e8
48,"Vivimos en tiempos de adaptación virtual, es por ello que no te puedes perder está charla. ",Conectar y Comunicar en Tiempos Virtuales,,https://www.eventbrite.com/e/conectar-y-comunicar-en-tiempos-virtuales-tickets-129735270687,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F118075387%2F187450375408%2F1%2Foriginal.20201118-165239?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=801fd41d9a9ee017e787c37d46673393,100,2020-11-26 19:30:00+00:00,2020-11-26 20:30:00+00:00,ACTIVE,2020-11-19 07:30:31.290673+00:00,2023-08-22 14:08:30.188932+00:00,,,,,"Vivimos en tiempos de adaptación virtual, es por ello que no te puedes perder está charla. ",,129735270687,,live,https://www.eventbrite.com/e/conectar-y-comunicar-en-tiempos-virtuales-tickets-129735270687,4,2020-11-18 16:54:48+00:00,2020-11-26 07:30:23.674172+00:00,PERSISTED,True,False,USD,,,,,,7a1239db-356c-400a-9a50-0c1c96fc8cba
