id,description,title,lang,url,banner,capacity,starting_at,ending_at,status,created_at,updated_at,author_id,event_type_id,host,venue_id,excerpt,academy_id,eventbrite_id,eventbrite_organizer_id,eventbrite_status,eventbrite_url,organization_id,published_at,eventbrite_sync_description,eventbrite_sync_status,online_event,sync_with_eventbrite,currency,slug,tags,live_stream_url,host_user_id,free_for_bootcamps,uuid
50,Get to know all the upcoming features for the new year ,Becoming part of the tech industry 2021,,https://www.eventbrite.com/e/whats-in-the-near-future-for-4geeks-usa-2021-tickets-130693073501,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F120580063%2F187450375408%2F1%2Foriginal.20201210-164219?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C94%2C1920%2C960&s=7cb60f3fbb2e65916366820528fb51b6,100,2020-12-15 17:00:00+00:00,2020-12-15 18:00:00+00:00,ACTIVE,2020-11-27 07:30:29.821483+00:00,2023-08-22 14:08:30.195435+00:00,,,,,Get to know all the upcoming features for the new year ,4.0,130693073501,,live,https://www.eventbrite.com/e/becoming-part-of-the-tech-industry-2021-tickets-130693073501,4,2020-11-26 15:11:48+00:00,2020-12-15 07:30:26.353707+00:00,PERSISTED,True,False,USD,,,,,,d1af560b-6e57-4ba9-a71d-028f9b4a67d2
51,"¿Estás especializado en programación Front-End o tienes interés en aprender React? ¡Este webinar es para ti!
",Redux or Context: choose wisely (or not),,https://www.eventbrite.com/e/redux-or-context-choose-wisely-or-not-tickets-131400393113,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F119436907%2F187450375408%2F1%2Foriginal.20201202-212550?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=8ff4d2b41857d17742636bd40dee8b58,200,2020-12-15 21:00:00+00:00,2020-12-15 22:00:00+00:00,ACTIVE,2020-12-03 07:30:34.523515+00:00,2023-08-22 14:08:30.212662+00:00,,,,,"¿Estás especializado en programación Front-End o tienes interés en aprender React? ¡Este webinar es para ti!
",,131400393113,,live,https://www.eventbrite.com/e/redux-or-context-choose-wisely-or-not-tickets-131400393113,4,2020-12-02 21:34:16+00:00,2020-12-15 07:30:26.423155+00:00,PERSISTED,True,False,USD,,,,,,ab9b8236-07d2-4f8b-8fe0-a2791e3d807b
49,¡Aprende lo básico de Python!,Cómo crear una app de mensajería con Python,,https://www.eventbrite.com/e/como-crear-una-app-de-mensajeria-con-python-tickets-130586924005,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F118785091%2F187450375408%2F1%2Foriginal.20201126-143008?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=d1686a0fe63671278c8b084601774033,326,2020-12-17 21:00:00+00:00,2020-12-17 23:00:00+00:00,ACTIVE,2020-11-26 07:30:23.768940+00:00,2023-08-22 14:08:30.221476+00:00,,,,,¡Aprende lo básico de Python!,2.0,130586924005,,live,https://www.eventbrite.com/e/como-crear-una-app-de-mensajeria-con-python-tickets-130586924005,4,2020-11-25 16:36:41+00:00,2020-12-17 07:30:28.619643+00:00,PERSISTED,True,False,USD,,,,,,3d574582-fd13-4cff-b8dd-e24d996a53f0
131,Conviértete en el mejor candidato,Conviértete en el mejor candidato,,https://www.eventbrite.com/e/conviertete-en-el-mejor-candidato-tickets-146314593889,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F129463373%2F400512721347%2F1%2Foriginal.20210318-083921?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=49b073a027e5f835263d621d5f2d0d2c,40,2021-03-25 17:30:00+00:00,2021-03-25 19:00:00+00:00,ACTIVE,2021-03-16 07:30:38.980327+00:00,2023-08-22 14:08:30.227693+00:00,,,,,Conviértete en el mejor candidato,6.0,146314593889,,live,https://www.eventbrite.com/e/conviertete-en-el-mejor-candidato-tickets-146314593889,4,2021-03-15 10:10:12+00:00,2021-03-25 07:31:04.637787+00:00,PERSISTED,True,False,USD,,,,,,891f1c0e-ff4a-4c76-b249-ff85b9e2b9c1
127,Mejora tu empleabilidad como programador gracias a tu marca personal,Mejora tu empleabilidad como programador gracias a tu marca personal,,https://www.eventbrite.com/e/mejora-tu-empleabilidad-gracias-a-tu-marca-personal-tickets-139843304087,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F127529737%2F400512721347%2F1%2Foriginal.20210301-080423?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=32accd5db9ea1eff40ae83faf5476334,40,2021-03-10 17:30:00+00:00,2021-03-10 19:00:00+00:00,ACTIVE,2021-02-15 07:30:25.554671+00:00,2023-08-22 14:08:30.234105+00:00,,,,,Mejora tu empleabilidad como programador gracias a tu marca personal,6.0,139843304087,,live,https://www.eventbrite.com/e/mejora-tu-empleabilidad-como-programador-gracias-a-tu-marca-personal-tickets-139843304087,4,2021-02-14 17:29:23+00:00,2021-03-10 07:31:22.685652+00:00,PERSISTED,True,False,USD,,,,,,10aa423a-2df0-467f-a9aa-af816cc20b9b
142,¡Llega la 1era edición del Geek-CON 2021!,GeekCON 2021,,https://www.eventbrite.com/e/geek-con-2021-tickets-152566208637,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F133548397%2F187450375408%2F1%2Foriginal.20210427-183050?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=b9738f7fc4a9716ce359968ac541d2c3,1000,2021-05-27 20:00:00+00:00,2021-05-28 00:00:00+00:00,ACTIVE,2021-04-29 07:31:20.897910+00:00,2023-08-22 14:08:30.239573+00:00,,,,,¡Llega la 1era edición del Geek-CON 2021!,,152566208637,,live,https://www.eventbrite.com/e/geekcon-2021-tickets-152566208637,4,2021-04-28 19:53:30+00:00,2021-05-27 07:31:12.303357+00:00,PERSISTED,True,False,USD,,,,,,6f2dd803-dd4f-4ffc-b043-10bc092a3d60
85,¡Te regalamos una masterclass de Python!,Masterclass de Python,,https://www.eventbrite.com/e/masterclass-de-python-tickets-134123261285,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F121624343%2F187450375408%2F1%2Foriginal.20201224-135855?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=244%2C0%2C4544%2C2272&s=8ab1f5bf7980387f0a7b7223b26dac5e,25,2021-01-21 21:30:00+00:00,2021-01-21 23:30:00+00:00,ACTIVE,2020-12-25 07:31:35.812842+00:00,2023-08-22 14:08:30.245160+00:00,,,,,¡Te regalamos una masterclass de Python!,,134123261285,,live,https://www.eventbrite.com/e/masterclass-de-python-tickets-134123261285,4,2020-12-24 14:01:43+00:00,2021-01-21 07:31:22.049238+00:00,PERSISTED,True,False,USD,,,,,,f69231e9-e085-44b7-8153-984a8137111c
86,Clase introductoria gratuita a HTML y CSS,Intro 101 a HTML y CSS,,https://www.eventbrite.com/e/entradas-intro-101-a-html-y-css-134514966887,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F121828973%2F400512721347%2F1%2Foriginal.20201229-104535?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=618fcd38ed685a1c1e6c7237cd775008,75,2021-01-27 17:30:00+00:00,2021-01-27 19:00:00+00:00,ACTIVE,2020-12-30 07:30:29.605379+00:00,2023-08-22 14:08:30.250382+00:00,,,,,Clase introductoria gratuita a HTML y CSS,6.0,134514966887,,live,https://www.eventbrite.com/e/entradas-intro-101-a-html-y-css-134514966887,4,2020-12-29 11:01:58+00:00,2021-01-27 07:31:11.057472+00:00,PERSISTED,True,False,USD,,,,,,6cd6f010-c713-4ae7-ab10-e29f63b82a52
126,Discover that learning to code will open the doors to the opportunities you are seeking.,Pitch Day. Meet new talent in Software Development,,https://www.eventbrite.com/e/pitch-day-meet-new-talent-in-software-development-tickets-141344319665,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125890165%2F187450375408%2F1%2Foriginal.20210211-184043?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=12%2C0%2C1896%2C948&s=6c732ea5f1fecd8c667829933c899afb,100,2021-02-26 23:00:00+00:00,2021-02-27 00:30:00+00:00,ACTIVE,2021-02-12 07:31:34.609426+00:00,2023-08-22 14:08:30.255931+00:00,,,,,Discover that learning to code will open the doors to the opportunities you are seeking.,4.0,141344319665,,live,https://www.eventbrite.com/e/pitch-day-meet-new-talent-in-software-development-tickets-141344319665,4,2021-02-11 19:04:18+00:00,2021-02-26 07:30:30.484073+00:00,PERSISTED,True,False,USD,,,,,,c064e352-3b8f-4d12-8c94-d3e170002dda
84,Regreso al pasado. Evolución y aprendizajes desde Junior Developer hasta hoy,Regreso al pasado. Evolución y aprendizajes desde Junior Developer a hoy,,https://www.eventbrite.com/e/regreso-al-pasado-evolucion-y-aprendizajes-desde-junior-a-hoy-tickets-132482914965,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F120618839%2F400512721347%2F1%2Foriginal.20201211-005042?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=9420424bfb26f471c5d90d77a0cd5968,50,2020-12-21 17:30:00+00:00,2020-12-21 19:00:00+00:00,ACTIVE,2020-12-11 07:30:55.940066+00:00,2023-08-22 14:08:30.261818+00:00,,,,,Regreso al pasado. Evolución y aprendizajes desde Junior Developer hasta hoy,6.0,132482914965,,live,https://www.eventbrite.com/e/regreso-al-pasado-evolucion-y-aprendizajes-desde-junior-developer-a-hoy-tickets-132482914965,4,2020-12-11 01:00:58+00:00,2020-12-21 07:30:59.876052+00:00,PERSISTED,True,False,USD,,,,,,77541aed-33d8-4711-974b-0b3c1f10a9d2
180,Discover that learning to code will open the doors to the opportunities you are seeking,Pitch Day: Final Project Presentations,,https://www.eventbrite.com/e/pitch-day-final-project-presentations-tickets-158438306239,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F137873197%2F187450375408%2F1%2Foriginal.20210607-151945?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=8c31073df44b0b2be721a1d3ce41e384,100,2021-06-18 22:00:00+00:00,2021-06-19 01:00:00+00:00,ACTIVE,2021-06-08 07:30:30.202883+00:00,2023-08-22 14:08:30.273487+00:00,,,,,Discover that learning to code will open the doors to the opportunities you are seeking,4.0,158438306239,,live,https://www.eventbrite.com/e/pitch-day-final-project-presentations-tickets-158438306239,4,2021-06-07 15:28:34+00:00,2021-06-18 07:31:08.449381+00:00,PERSISTED,True,False,USD,,,,,,a0e70945-379b-4e96-9022-7e9a97c683dd
128,¿Cómo se crean las conversaciones en los productos digitales?,¿Cómo se crean las conversaciones en los productos digitales?,,https://www.eventbrite.com/e/como-se-crean-las-conversaciones-en-los-productos-digitales-tickets-99564640520,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F127546791%2F400512721347%2F1%2Foriginal.20210301-122203?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=bc2eca2ba859f8f6bedecdd66fde6528,40,2021-03-05 17:30:00+00:00,2021-03-05 19:00:00+00:00,ACTIVE,2021-03-02 07:31:00.380557+00:00,2023-08-22 14:08:30.282538+00:00,,,,,¿Cómo se crean las conversaciones en los productos digitales?,6.0,99564640520,,live,https://www.eventbrite.com/e/como-se-crean-las-conversaciones-en-los-productos-digitales-tickets-99564640520,4,2021-03-01 12:54:20+00:00,2021-03-05 07:30:51.383359+00:00,PERSISTED,True,False,USD,,,,,,2eaaa2e6-8690-419c-a10a-d3322cecdcc1
147,JUNIOR TO JUNIOR: Introducción a Gatsby JS,JUNIOR TO JUNIOR: Introducción a Gatsby JS,,https://www.eventbrite.com/e/junior-to-junior-introduccion-a-gatsby-js-tickets-158081256293,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F137608073%2F400512721347%2F1%2Foriginal.20210604-080854?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C8640%2C4320&s=3a8871ba6a8664e0933f39afeff78e94,40,2021-06-09 16:30:00+00:00,2021-06-09 18:00:00+00:00,ACTIVE,2021-06-05 07:30:45.073275+00:00,2023-08-22 14:08:30.290755+00:00,,,,,JUNIOR TO JUNIOR: Introducción a Gatsby JS,6.0,158081256293,,live,https://www.eventbrite.com/e/junior-to-junior-introduccion-a-gatsby-js-tickets-158081256293,4,2021-06-04 08:30:29+00:00,2021-06-09 07:31:39.415272+00:00,PERSISTED,True,False,USD,,,,,,b30eb196-55dc-42d8-b632-5a1a89003d9c
191,"Artificial Intelligence and Machine Learning are changing the tech industry, learn from our panel of speakers how this is happening",How AI and Machine Learning are changing the tech industry,,https://www.eventbrite.com/e/how-ai-and-machine-learning-are-changing-the-tech-industry-tickets-167523040925,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F144824069%2F187450375408%2F1%2Foriginal.20210817-210148?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=6d3bd4d3e0d16833ec58aca4fda95bd9,100,2021-08-26 22:00:00+00:00,2021-08-26 23:30:00+00:00,ACTIVE,2021-08-18 07:32:07.136744+00:00,2023-08-22 14:08:30.296790+00:00,,,,,"Artificial Intelligence and Machine Learning are changing the tech industry, learn from our panel of speakers how this is happening",4.0,167523040925,,live,https://www.eventbrite.com/e/how-ai-and-machine-learning-are-changing-the-tech-industry-tickets-167523040925,4,2021-08-17 21:09:39+00:00,2021-08-26 07:30:54.345505+00:00,PERSISTED,True,False,USD,,,,,,1ffe726d-e952-48f0-b4d1-cab9e0f3a3c1
132,Discover that learning to code will open the doors to the opportunities you are seeking.,Pitch Day. Meet new talent in Software Development,,https://www.eventbrite.com/e/pitch-day-meet-new-talent-in-software-development-tickets-148676327899,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F130604875%2F187450375408%2F1%2Foriginal.20210329-210836?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=b2b2b21a7fb963e1b7cd992f86200dd1,100,2021-04-02 22:00:00+00:00,2021-04-02 23:30:00+00:00,ACTIVE,2021-03-30 07:30:36.678857+00:00,2023-08-22 14:08:30.304361+00:00,,,,,Discover that learning to code will open the doors to the opportunities you are seeking.,4.0,148676327899,,live,https://www.eventbrite.com/e/pitch-day-meet-new-talent-in-software-development-tickets-148676327899,4,2021-03-29 21:20:40+00:00,2021-04-02 07:30:26.721773+00:00,PERSISTED,True,False,USD,,,,,,db5e8bfe-b225-4ba1-955a-5d88d6615a08
129,Women in Tech: How women have helped change the industry,International Women’s Day: Let’s Celebrate Women in Tech,,https://www.eventbrite.com/e/international-womens-day-lets-celebrate-women-in-tech-tickets-143999946717,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F127713761%2F187450375408%2F1%2Foriginal.20210302-160943?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1894%2C947&s=64465f851c9a241adae22b354d22d898,100,2021-03-08 23:00:00+00:00,2021-03-09 00:30:00+00:00,ACTIVE,2021-03-03 07:30:40.162523+00:00,2023-08-22 14:08:30.312247+00:00,,,,,Women in Tech: How women have helped change the industry,4.0,143999946717,,live,https://www.eventbrite.com/e/international-womens-day-lets-celebrate-women-in-tech-tickets-143999946717,4,2021-03-02 16:10:25+00:00,2021-03-08 07:30:40.834936+00:00,PERSISTED,True,False,USD,,,,,,6e3d2737-f7cd-4dd3-bdcd-c3eab421bdcd
120,Discover that learning to code will open the doors to the opportunities you are seeking.,Final Project Presentations. Meet new talent in Software Development,,https://www.eventbrite.com/e/final-project-presentations-meet-new-talent-in-software-development-tickets-135564209199,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F122307227%2F187450375408%2F1%2Foriginal.20210105-202305?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=dec83db226cc4e3b1142c95e7a429c4e,100,2021-01-15 23:00:00+00:00,2021-02-15 01:30:00+00:00,ACTIVE,2021-01-06 07:30:20.971168+00:00,2023-08-22 14:08:30.317963+00:00,,,,,Discover that learning to code will open the doors to the opportunities you are seeking.,4.0,135564209199,,started,https://www.eventbrite.com/e/final-project-presentations-meet-new-talent-in-software-development-tickets-135564209199,4,2021-01-05 20:17:09+00:00,2021-02-14 07:31:03.911609+00:00,PERSISTED,True,False,USD,,,,,,b1060bb6-d4c1-486d-ab6c-02fb21ed4d9d
119,GEEKTALKS - DEMO DAY ¡TÚ TAMBIÉN HARÁS ESTO CUANDO SEAS PROGRAMADOR!,GEEKTALKS - DEMO DAY ¡TÚ TAMBIÉN HARÁS ESTO CUANDO SEAS PROGRAMADOR!,,https://www.eventbrite.com/e/geektalks-demo-day-tu-tambien-haras-esto-cuando-seas-programador-tickets-134641399049,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F121898901%2F400512721347%2F1%2Foriginal.20201230-112532?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=e3d3e1c4ffb2a5a259198758b242c2ed,60,2021-01-20 17:30:00+00:00,2021-01-20 19:30:00+00:00,ACTIVE,2020-12-31 07:30:22.988321+00:00,2023-08-22 14:08:30.323449+00:00,,,,,GEEKTALKS - DEMO DAY ¡TÚ TAMBIÉN HARÁS ESTO CUANDO SEAS PROGRAMADOR!,6.0,134641399049,,live,https://www.eventbrite.com/e/geektalks-demo-day-tu-tambien-haras-esto-cuando-seas-programador-tickets-134641399049,4,2020-12-30 11:31:43+00:00,2021-01-20 07:30:48.730184+00:00,PERSISTED,True,False,USD,,,,,,23cc6db7-8860-4364-91be-c4d78851384b
808,hola como estas,Hello world 2,en,https://www.eventbrite.com/e/hello-world-2-tickets-704636997227,https://storage.googleapis.com/media-breathecode/5cc7935735d052987328418f9b9a13fdb11dffbe5083c192ad3ab7dcac8ccbbe,6,2023-08-24 15:19:00+00:00,2023-08-24 17:19:00+00:00,DRAFT,2023-08-22 15:20:15.294803+00:00,2023-08-22 15:20:27.260480+00:00,,28.0,,,hola como estas,10.0,704636997227,,draft,https://www.eventbrite.com/e/hello-world-2-tickets-704636997227,4,,2023-08-22 15:20:27.249491+00:00,PERSISTED,True,True,USD,hello-world-2-f0fe7ee5-ce41-4fa1-bca2-964676624585,"fake-discovery-lead-2,fake-discovery-lead",https://meet.google.com,1.0,True,f0fe7ee5-ce41-4fa1-bca2-964676624585
774,,Teting event number 3,,https://www.eventbrite.com/e/teting-event-number-3-tickets-692542692837,,4,2023-08-15 15:41:00+00:00,2023-08-15 17:41:00+00:00,DRAFT,2023-08-04 15:42:17.741510+00:00,2023-08-22 14:08:30.329259+00:00,,,,,fasdf adfadf ads,10.0,692542692837,,draft,https://www.eventbrite.com/e/teting-event-number-3-tickets-692542692837,4,,2023-08-04 15:42:17.808069+00:00,PERSISTED,True,True,USD,teting-event-number-3-774,,,,True,94fa6256-1734-41e2-8fea-38114165c9ef
189,Aprende a crear una lading page moderna con JavaScript,Workshop gratuito: Crea tu primera landing page con JS,,https://www.eventbrite.com/e/workshop-gratuito-crea-tu-primera-landing-page-con-js-tickets-163677209941,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F141874763%2F187450375408%2F1%2Foriginal.20210716-173253?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C8640%2C4320&s=351d93b37d10bbceb9189ae7d7b92fe0,100,2021-08-06 20:00:00+00:00,2021-08-06 21:30:00+00:00,ACTIVE,2021-07-17 07:30:56.128345+00:00,2023-08-22 14:08:30.341413+00:00,,,,,Aprende a crear una lading page moderna con JavaScript,2.0,163677209941,,live,https://www.eventbrite.com/e/workshop-gratuito-crea-tu-primera-landing-page-con-js-tickets-163677209941,4,2021-07-16 16:59:14+00:00,2021-08-06 07:32:14.979414+00:00,PERSISTED,True,False,USD,,,,,,9255ba95-cc39-4365-97c0-e6952db5f610
183,"Aprende a recibir pagos internacionales, fácil y con un beneficio exclusivo por ser de 4Geeks",Workshop: Payoneer,,https://www.eventbrite.com/e/workshop-payoneer-tickets-158949342763,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F138301213%2F187450375408%2F1%2Foriginal.20210610-153419?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=43bd4568054fb2c36532fce0fa65edfd,300,2021-06-17 15:00:00+00:00,2021-06-17 16:00:00+00:00,ACTIVE,2021-06-11 07:31:00.387676+00:00,2023-08-22 14:08:30.348195+00:00,,,,,"Aprende a recibir pagos internacionales, fácil y con un beneficio exclusivo por ser de 4Geeks",,158949342763,,live,https://www.eventbrite.com/e/workshop-payoneer-tickets-158949342763,4,2021-06-10 15:35:29+00:00,2021-06-17 07:30:56.501803+00:00,PERSISTED,True,False,USD,,,,,,6394cfaa-a303-47ea-86d6-b91c3d577c5a
184,GEEKTALKS - Presentación de proyectos finales,GEEKTALKS - PRESENTACIÓN DE PROYECTOS FINALES,,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-160538664467,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F140276061%2F400512721347%2F1%2Foriginal.20210630-081623?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C10%2C4320%2C2160&s=8b045457b0e49daa7cdb8f6adacc9a04,40,2021-07-06 16:30:00+00:00,2021-07-06 18:00:00+00:00,ACTIVE,2021-06-22 07:31:45.769275+00:00,2023-08-22 14:08:30.355107+00:00,,,,,GEEKTALKS - Presentación de proyectos finales,6.0,160538664467,,live,https://www.eventbrite.com/e/geektalks-presentacion-de-proyectos-finales-tickets-160538664467,4,2021-06-21 11:45:39+00:00,2021-07-06 07:31:40.713949+00:00,PERSISTED,True,False,USD,,,,,,f77a4e26-164a-4391-9fdf-da9e1f107165
135,Info Session: Cómo convertirte en Full-Stack Jr y triunfar en el mundo tech,Cómo convertirte en Full-Stack Jr y triunfar en el mundo tech,,https://www.eventbrite.com/e/como-convertirte-en-full-stack-jr-y-triunfar-en-el-mundo-tech-tickets-149578472237,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F131215561%2F187450375408%2F1%2Foriginal.20210405-182512?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=38030e38bcf011c0b5ffc008851b2213,400,2021-04-22 22:30:00+00:00,2021-04-23 00:00:00+00:00,ACTIVE,2021-04-06 07:31:02.875846+00:00,2023-08-22 14:08:30.360840+00:00,,,,,Info Session: Cómo convertirte en Full-Stack Jr y triunfar en el mundo tech,,149578472237,,live,https://www.eventbrite.com/e/como-convertirte-en-full-stack-jr-y-triunfar-en-el-mundo-tech-tickets-149578472237,4,2021-04-05 19:41:31+00:00,2021-04-22 07:30:46.339852+00:00,PERSISTED,True,False,USD,,,,,,25732964-1273-47cd-93d9-98d7d1b0cf3e
134,JUNIOR TO JUNIOR: Introducción a typescript,JUNIOR TO JUNIOR: Introducción a typescript,,https://www.eventbrite.com/e/junior-to-junior-introduccion-a-typescript-tickets-149301212947,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F131276827%2F400512721347%2F1%2Foriginal.20210406-064914?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=c2a0dd8199ed3c2c8e1203f53bc06ee2,40,2021-04-15 16:30:00+00:00,2021-04-15 18:00:00+00:00,ACTIVE,2021-04-03 07:30:30.494404+00:00,2023-08-22 14:08:30.366641+00:00,,,,,JUNIOR TO JUNIOR: Introducción a typescript,6.0,149301212947,,live,https://www.eventbrite.com/e/junior-to-junior-introduccion-a-typescript-tickets-149301212947,4,2021-04-02 09:44:20+00:00,2021-04-15 07:31:37.113157+00:00,PERSISTED,True,False,USD,,,,,,2fc671e2-7cea-46c7-8fda-67d9d46ee52d
136,¡Nuestra próxima cohorte inicia el 03 de mayo!,Intro to Coding: Descubre los beneficios de aprender a programar,,https://www.eventbrite.com/e/intro-to-coding-descubre-los-beneficios-de-aprender-a-programar-tickets-149784554635,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F132105803%2F187450375408%2F1%2Foriginal.20210406-212508?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=0e2ceb66ed4e9a865c8f74f367b09d74,100,2021-04-21 21:00:00+00:00,2021-04-21 22:00:00+00:00,ACTIVE,2021-04-07 07:30:47.961515+00:00,2023-08-22 14:08:30.373509+00:00,,,,,¡Nuestra próxima cohorte inicia el 03 de mayo!,2.0,149784554635,,live,https://www.eventbrite.com/e/intro-to-coding-descubre-los-beneficios-de-aprender-a-programar-tickets-149784554635,4,2021-04-06 21:32:21+00:00,2021-04-21 07:30:40.549584+00:00,PERSISTED,True,False,USD,,,,,,e525e67a-f62c-4b25-b51f-80b6fe13b8eb
182,TALLER: Programas fiables con TypeScript y Jest,TALLER: Programas fiables con TypeScript y Jest,,https://www.eventbrite.com/e/taller-programas-fiables-con-typescript-y-jest-tickets-158543765671,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F138654413%2F187450375408%2F1%2Foriginal.20210614-163947?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C20%2C8640%2C4320&s=8663d1697012ed1daf82c6b99ecc92e0,65,2021-06-22 16:00:00+00:00,2021-06-22 17:30:00+00:00,ACTIVE,2021-06-11 07:31:00.362844+00:00,2023-08-22 14:08:30.379128+00:00,,,,,TALLER: Programas fiables con TypeScript y Jest,6.0,158543765671,,live,https://www.eventbrite.com/e/taller-programas-fiables-con-typescript-y-jest-tickets-158543765671,4,2021-06-11 07:15:56+00:00,2021-06-22 07:31:45.734228+00:00,PERSISTED,True,False,USD,,,,,,59152766-946e-4f1d-89ed-635df3f12a8b
185,Learn how to build your first landing page using JS,FREE WORKSHOP: Build your first landing page using JS,,https://www.eventbrite.com/e/free-workshop-build-your-first-landing-page-using-js-tickets-162052203503,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F140820729%2F187450375408%2F1%2Foriginal.20210706-154615?h=200&w=450&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C2%2C4320%2C2160&s=1f707d5662300ecb8badf62b332d75aa,100,2021-07-15 22:00:00+00:00,2021-07-15 23:30:00+00:00,ACTIVE,2021-07-03 07:31:23.832171+00:00,2023-08-22 14:08:30.385192+00:00,,,,,Learn how to build your first landing page using JS,4.0,162052203503,,live,https://www.eventbrite.com/e/free-workshop-build-your-first-landing-page-using-js-tickets-162052203503,4,2021-07-02 14:13:27+00:00,2021-07-15 07:30:51.987208+00:00,PERSISTED,True,False,USD,,,,,,d7a38518-dc1d-4fe0-8742-9ca5a8b74bbc
